DOSSIER_ID,REFERENCE_CHAR,REFERENCE_ANNEE,REFERENCE_NUMERO,REFERENCE_SPLIT,PROCEDURE_COTE,ANNEE_COTE,NUMERO_COTE,Error,VAL_CHP_SUP_01,VAL_CHP_SUP_03,TYPE_EVENEMENT_ID,TR_TYPE_EVENEMENT_DNM,TR_TYPE_EVENEMENT_ABR
123793,COM,1980,705,23,,,,,,31981R0010,1260,"Adoption by Council","Formal adoption by Council"
123794,COM,1980,705,24,,,,,,31980R3487,1260,"Adoption by Council","Formal adoption by Council"
123795,COM,1980,705,25,,,,,,31981R0011,1260,"Adoption by Council","Formal adoption by Council"
123796,COM,1980,705,26,,,,,,31981R0041,1260,"Adoption by Council","Formal adoption by Council"
123797,COM,1980,705,27,,,,,,31981R0008,1260,"Adoption by Council","Formal adoption by Council"
123798,COM,1980,705,28,,,,,,31980R3447,1260,"Adoption by Council","Formal adoption by Council"
123799,COM,1980,705,29,,,,,,31981R0037,1260,"Adoption by Council","Formal adoption by Council"
123800,COM,1980,705,30,,,,,,31981R0009,1260,"Adoption by Council","Formal adoption by Council"
123801,COM,1980,705,31,,,,,,31981R0042,1260,"Adoption by Council","Formal adoption by Council"
123802,COM,1980,705,32,,,,,,31981R0012,1260,"Adoption by Council","Formal adoption by Council"
123806,COM,1980,708,2,,,,,,31980R3508,1260,"Adoption by Council","Formal adoption by Council"
124129,COM,1998,215,,ACC,1998,133,,,31998R1138,1260,"Adoption by Council","Formal adoption by Council"
124171,COM,1978,605,,,,,,,51980L0836,1260,"Adoption by Council","Formal adoption by Council"
124176,COM,1978,724,,CNS,1978,1027,,,31985R3632,1260,"Adoption by Council","Formal adoption by Council"
117697,COM,1984,99,,,,,,,31984D0255,1260,"Adoption by Council","Formal adoption by Council"
142962,COM,1999,38,5,CNS,1999,28,,,31999R1403,1260,"Adoption by Council","Formal adoption by Council"
142979,COM,1999,38,6,,,,,,31999R1404,1260,"Adoption by Council","Formal adoption by Council"
142999,COM,1999,38,7,CNS,1999,29,,,31999R1674,1260,"Adoption by Council","Formal adoption by Council"
143002,COM,1999,38,8,CNS,1999,30,,,31999R1675,1260,"Adoption by Council","Formal adoption by Council"
124376,COM,1979,122,7,,,,,,31980R1821,1260,"Adoption by Council","Formal adoption by Council"
126590,COM,1978,566,,,,,,,31978R2993,1260,"Adoption by Council","Formal adoption by Council"
126596,COM,1978,572,1,,,,,,31978R3180,1260,"Adoption by Council","Formal adoption by Council"
126599,COM,1978,576,,,,,,,31979L0197,1260,"Adoption by Council","Formal adoption by Council"
120023,COM,1982,556,2,,,,,,31982R3485,1260,"Adoption by Council","Formal adoption by Council"
120024,COM,1982,556,3,,,,,,31982R3486,1260,"Adoption by Council","Formal adoption by Council"
120049,COM,1982,578,,,,,,,31983R3568,1260,"Adoption by Council","Formal adoption by Council"
102332,COM,1993,348,,,,,,,31993D0704,1260,"Adoption by Council","Formal adoption by Council"
102333,COM,1993,349,,CNS,1993,1026,,,31996L0029,1260,"Adoption by Council","Formal adoption by Council"
102334,COM,1993,352,,,,,,,31995L0060,1260,"Adoption by Council","Formal adoption by Council"
102336,COM,1993,354,,,,,,,31993D0697,1260,"Adoption by Council","Formal adoption by Council"
102339,COM,1993,358,1,,,,,,31993D0721,1260,"Adoption by Council","Formal adoption by Council"
102340,COM,1993,358,2,,,,,,31993D0723,1260,"Adoption by Council","Formal adoption by Council"
102341,COM,1993,358,3,,,,,,31993D0725,1260,"Adoption by Council","Formal adoption by Council"
102343,COM,1993,359,2,,,,,,31993D0724,1260,"Adoption by Council","Formal adoption by Council"
102344,COM,1993,359,3,,,,,,31993D0726,1260,"Adoption by Council","Formal adoption by Council"
11718,COM,1997,89,2,CNS,1997,87,,,31997R1412,1260,"Adoption by Council","Formal adoption by Council"
11719,COM,1997,89,4,CNS,1997,89,,,31997R1187,1260,"Adoption by Council","Formal adoption by Council"
11720,COM,1997,89,7,CNS,1997,92,,,31997R1415,1260,"Adoption by Council","Formal adoption by Council"
11722,COM,1997,89,12,CNS,1997,97,,,31997R1192,1260,"Adoption by Council","Formal adoption by Council"
11723,COM,1997,89,14,CNS,1997,99,,,31997R1418,1260,"Adoption by Council","Formal adoption by Council"
11724,COM,1997,89,16,CNS,1997,101,,,31997R1420,1260,"Adoption by Council","Formal adoption by Council"
101890,COM,1994,508,,CNS,1994,260,,,31995R0603,1295,"Partial adoption by Council","Partial adoption by Council"
101890,COM,1994,508,,CNS,1994,260,,,31995R0684,1260,"Adoption by Council","Formal adoption by Council"
100502,COM,1995,585,2,ACC,1995,312,,,31995D0568,1260,"Adoption by Council","Formal adoption by Council"
100503,COM,1995,585,4,ACC,1995,314,,,31995D0570,1260,"Adoption by Council","Formal adoption by Council"
100504,COM,1995,585,5,ACC,1995,315,,,31995D0571,1260,"Adoption by Council","Formal adoption by Council"
100505,COM,1995,587,,ACC,1995,293,,,31996D0147,1260,"Adoption by Council","Formal adoption by Council"
100506,COM,1995,589,,,,,,,31995R3021,1260,"Adoption by Council","Formal adoption by Council"
11721,COM,1997,89,9,CNS,1997,94,,,31997R1190,1260,"Adoption by Council","Formal adoption by Council"
11817,COM,1995,723,,AVC,1996,6,,,31997D0836,1260,"Adoption by Council","Formal adoption by Council"
193684,COM,2005,660,,ACC,2005,257,,,32006D0136,1260,"Adoption by Council","Formal adoption by Council"
11826,COM,1996,259,1,ACC,1996,149,,,31999D0127,1260,"Adoption by Council","Formal adoption by Council"
11828,COM,1996,313,2,,,,,,31997R1310,1260,"Adoption by Council","Formal adoption by Council"
11829,COM,1996,320,4,CNS,1996,302,,,31997D0374,1260,"Adoption by Council","Formal adoption by Council"
11839,COM,1996,684,,CNS,1996,309,,,31997R1048,1260,"Adoption by Council","Formal adoption by Council"
11840,COM,1996,715,,CNS,1997,14,,,31997L0040,1260,"Adoption by Council","Formal adoption by Council"
11841,COM,1997,14,,CNS,1997,21,,,31997D0554,1260,"Adoption by Council","Formal adoption by Council"
11842,COM,1997,35,,CNS,1997,31,,,31997R2200,1260,"Adoption by Council","Formal adoption by Council"
11843,COM,1997,64,,,,,,,31997D0375,1260,"Adoption by Council","Formal adoption by Council"
11846,COM,1997,89,15,CNS,1997,100,,,31997R1419,1260,"Adoption by Council","Formal adoption by Council"
11848,COM,1997,129,2,CNS,1998,132,,,31998D0453,1260,"Adoption by Council","Formal adoption by Council"
11845,COM,1997,89,6,CNS,1997,91,,,31997R1414,1260,"Adoption by Council","Formal adoption by Council"
11847,COM,1997,119,,CNS,1997,112,,,31997D0763,1260,"Adoption by Council","Formal adoption by Council"
192364,COM,2004,840,,CNS,2004,288,,,32005R1900,1260,"Adoption by Council","Formal adoption by Council"
193577,COM,2005,584,,,,,,,32006D0113,1260,"Adoption by Council","Formal adoption by Council"
193630,COM,2005,631,,,,,,,52006D0083,1260,"Adoption by Council","Formal adoption by Council"
193702,COM,2005,682,,ACC,2005,266,,,32006D0137,1260,"Adoption by Council","Formal adoption by Council"
123642,COM,1980,596,2,,,,,,31980D1265,1260,"Adoption by Council","Formal adoption by Council"
123644,COM,1980,598,,,,,,,31980R2645,1260,"Adoption by Council","Formal adoption by Council"
123650,COM,1980,604,,,,,,,31980R3526,1260,"Adoption by Council","Formal adoption by Council"
124006,COM,1980,879,1,,,,,,31981R1013,1260,"Adoption by Council","Formal adoption by Council"
124007,COM,1980,879,2,,,,,,31981R1014,1260,"Adoption by Council","Formal adoption by Council"
124010,COM,1980,884,,,,,,,31981D0359,1260,"Adoption by Council","Formal adoption by Council"
124012,COM,1980,886,,IND,1980,1037,,,31981D1054,1260,"Adoption by Council","Formal adoption by Council"
124013,COM,1980,887,,CNS,1980,1038,,,31981D1053,1260,"Adoption by Council","Formal adoption by Council"
124017,COM,1980,896,,,,,,,31981D0365,1260,"Adoption by Council","Formal adoption by Council"
124018,COM,1980,897,,,,,,,31981R1015,1260,"Adoption by Council","Formal adoption by Council"
124019,COM,1980,901,,,,,,,31981L0022,1260,"Adoption by Council","Formal adoption by Council"
124021,COM,1980,903,1,,,,,,"21981D0831(08) ",1260,"Adoption by Council","Formal adoption by Council"
124022,COM,1980,903,2,,,,,,31981R2446,1260,"Adoption by Council","Formal adoption by Council"
124023,COM,1980,904,,,,,,,31982R0288,1260,"Adoption by Council","Formal adoption by Council"
20260,COM,1997,42,6,,,,,,31997D0205,1260,"Adoption by Council","Formal adoption by Council"
20551,COM,1996,23,,ACC,1996,21,,,31996R0752,1260,"Adoption by Council","Formal adoption by Council"
20552,COM,1996,24,,ACC,1996,24,,,31996D0366,1260,"Adoption by Council","Formal adoption by Council"
20553,COM,1996,26,,PRT,1996,33,,,31996L0034,1260,"Adoption by Council","Formal adoption by Council"
103483,COM,1992,557,,,,,,,31992R3914,1260,"Adoption by Council","Formal adoption by Council"
103484,COM,1992,558,1,,,,,,31993R0477,1260,"Adoption by Council","Formal adoption by Council"
103485,COM,1992,558,2,,,,,,31993D0129,1260,"Adoption by Council","Formal adoption by Council"
103486,COM,1992,558,3,,,,,,31993R0478,1260,"Adoption by Council","Formal adoption by Council"
103487,COM,1992,559,,,,,,,31993L0019,1260,"Adoption by Council","Formal adoption by Council"
103488,COM,1992,561,,,,,,,31993R0303,1260,"Adoption by Council","Formal adoption by Council"
103492,COM,1992,564,,,,,,,31993D0550,1260,"Adoption by Council","Formal adoption by Council"
103495,COM,1992,567,,,,,,,31993R1658,1260,"Adoption by Council","Formal adoption by Council"
124193,COM,1978,759,,CNS,1978,1029,,,31982L0121,1260,"Adoption by Council","Formal adoption by Council"
124195,COM,1978,762,,,,,,,31979Y0630(01),1260,"Adoption by Council","Formal adoption by Council"
124196,COM,1978,763,,,,,,,31979D0342,1260,"Adoption by Council","Formal adoption by Council"
124197,COM,1978,764,,,,,,,31981L0389,1260,"Adoption by Council","Formal adoption by Council"
124205,COM,1978,772,,CNS,1978,1032,,,31979R2964,1295,"Partial adoption by Council","Partial adoption by Council"
124207,COM,1979,1,1,,,,,,31982R3331,1260,"Adoption by Council","Formal adoption by Council"
126122,COM,1978,184,2,,,,,,31978Y0708(01),1260,"Adoption by Council","Formal adoption by Council"
126124,COM,1978,184,4,,,,,,31981D0420,1260,"Adoption by Council","Formal adoption by Council"
116988,COM,1985,803,,,,,,,31985R3794,1260,"Adoption by Council","Formal adoption by Council"
116997,COM,1985,817,,,,,,,31985R3793,1260,"Adoption by Council","Formal adoption by Council"
113815,COM,1987,93,,,,,,,31987R1172,1260,"Adoption by Council","Formal adoption by Council"
114085,COM,1987,355,5,,,,,,31988D0032,1260,"Adoption by Council","Formal adoption by Council"
114180,COM,1987,452,12,,,,,,31988R1113,1260,"Adoption by Council","Formal adoption by Council"
114181,COM,1987,452,13,,,,,,31988R1114,1260,"Adoption by Council","Formal adoption by Council"
114182,COM,1987,453,,,,,,,31987R3805,1260,"Adoption by Council","Formal adoption by Council"
114185,COM,1987,455,,,,,,,31987R3686,1260,"Adoption by Council","Formal adoption by Council"
129352,COM,1975,36,2,,,,,,31976L0207,1260,"Adoption by Council","Formal adoption by Council"
129356,COM,1975,73,,,,,,,31976D0161,1260,"Adoption by Council","Formal adoption by Council"
102351,COM,1993,366,,,,,,,31993R2802,1260,"Adoption by Council","Formal adoption by Council"
102352,COM,1993,367,,,,,,,31993R2803,1260,"Adoption by Council","Formal adoption by Council"
102353,COM,1993,368,,,,,,,31993R2606,1260,"Adoption by Council","Formal adoption by Council"
102354,COM,1993,369,,,,,,,31993R2552,1260,"Adoption by Council","Formal adoption by Council"
102355,COM,1993,370,1,,,,,,31993D0605,1260,"Adoption by Council","Formal adoption by Council"
102356,COM,1993,370,2,,,,,,31994R1348,1260,"Adoption by Council","Formal adoption by Council"
100255,COM,1995,256,,CNS,1995,146,,,31997R2205,1295,"Partial adoption by Council","Partial adoption by Council"
100255,COM,1995,256,,CNS,1995,146,,,31995R2870,1295,"Partial adoption by Council","Partial adoption by Council"
100475,COM,1995,534,,,,,,,31995R2678,1260,"Adoption by Council","Formal adoption by Council"
100476,COM,1995,536,,ACC,1995,277,,,31996R0764,1260,"Adoption by Council","Formal adoption by Council"
100477,COM,1995,538,,,,,,,31995R2736,1260,"Adoption by Council","Formal adoption by Council"
100479,COM,1995,544,,,,,,,31995R3023,1260,"Adoption by Council","Formal adoption by Council"
100481,COM,1995,548,,,,,,,31995R2937,1260,"Adoption by Council","Formal adoption by Council"
100482,COM,1995,549,,CNS,1995,284,,,31996D0419,1260,"Adoption by Council","Formal adoption by Council"
100483,COM,1995,551,,,,,,,31996L0021,1260,"Adoption by Council","Formal adoption by Council"
100484,COM,1995,553,,,,,,,31995R3022,1260,"Adoption by Council","Formal adoption by Council"
100485,COM,1995,554,,,,,,,31995R3031,1260,"Adoption by Council","Formal adoption by Council"
11690,COM,1996,592,,CNS,1996,283,,,31998D0253,1260,"Adoption by Council","Formal adoption by Council"
11691,COM,1996,596,,CNS,1996,282,,,31997R1221,1260,"Adoption by Council","Formal adoption by Council"
11692,COM,1996,597,1,ACC,1996,284,,21997D0305(01),,100154,"Association Council decision","Association Council decision"
191595,COM,2004,528,,CNS,2004,179,,,32006R1368,1260,"Adoption by Council","Formal adoption by Council"
11694,COM,1996,613,1,ACC,1996,299,,,31998D0588,1260,"Adoption by Council","Formal adoption by Council"
191600,COM,2004,530,,CNS,2004,180,,,32005D0367,1260,"Adoption by Council","Formal adoption by Council"
11695,COM,1996,620,,CNS,1996,290,,,31998L0059,1260,"Adoption by Council","Formal adoption by Council"
181973,SEC,2003,255,2,CNS,2003,43,,,32005D0372,1260,"Adoption by Council","Formal adoption by Council"
191611,COM,2004,540,,CNS,2004,485,,,32005R0172,1260,"Adoption by Council","Formal adoption by Council"
191627,COM,2004,550,,COD,2004,296,,,32006R1366,1815,"Signature by EP and Council","Signature by EP and Council"
191648,COM,2004,563,,CNS,2004,188,,,32005L0024,1260,"Adoption by Council","Formal adoption by Council"
191653,COM,2004,510,,AVC,2004,814,,,32005D0431,1260,"Adoption by Council","Formal adoption by Council"
191654,COM,2004,551,,COD,2004,194,,,32005D1554,1815,"Signature by EP and Council","Signature by EP and Council"
191656,COM,2004,511,,AVC,2004,815,,,32005D0430,1260,"Adoption by Council","Formal adoption by Council"
191673,COM,2004,577,,CNS,2004,197,,,32004D0890,1260,"Adoption by Council","Formal adoption by Council"
192626,SEC,2005,332,,,,,,22002D0135,,100155,"Joint Committee decision","Joint Committee decision"
191713,COM,2004,592,,COD,2004,202,,,32005R1888,1815,"Signature by EP and Council","Signature by EP and Council"
191736,COM,2004,605,,CNS,2004,204,,,32004D0862,1260,"Adoption by Council","Formal adoption by Council"
191737,COM,2004,604,,CNS,2004,207,,,32004D0861,1260,"Adoption by Council","Formal adoption by Council"
191753,COM,2004,618,,CNS,2004,213,,,32005D0703,1260,"Adoption by Council","Formal adoption by Council"
191757,COM,2004,619,,CNS,2004,211,,,32005R0953,1260,"Adoption by Council","Formal adoption by Council"
191768,COM,2004,627,,CNS,2004,222,,,32006R1085,1260,"Adoption by Council","Formal adoption by Council"
122068,COM,1981,202,,,,,,,31981R3000,1260,"Adoption by Council","Formal adoption by Council"
122080,COM,1981,212,,CNS,1981,1010,,,31982D0837,1260,"Adoption by Council","Formal adoption by Council"
122099,COM,1981,228,1,,,,,,31981D0817,1260,"Adoption by Council","Formal adoption by Council"
122100,COM,1981,228,2,,,,,,31981R3001,1260,"Adoption by Council","Formal adoption by Council"
122106,COM,1981,234,2,,,,,,31981R2068,1260,"Adoption by Council","Formal adoption by Council"
122109,COM,1981,237,,,,,,,31981L0463,1260,"Adoption by Council","Formal adoption by Council"
123651,COM,1980,605,1,,,,,,31980R3518,1260,"Adoption by Council","Formal adoption by Council"
123652,COM,1980,605,2,,,,,,31980R3519,1260,"Adoption by Council","Formal adoption by Council"
123653,COM,1980,606,,,,,,,31980R3520,1260,"Adoption by Council","Formal adoption by Council"
123654,COM,1980,607,1,,,,,,31980R3523,1260,"Adoption by Council","Formal adoption by Council"
123655,COM,1980,607,2,,,,,,31980R3524,1260,"Adoption by Council","Formal adoption by Council"
160520,JAI,2000,25,,CNS,2000,824,,,32001D0427,1260,"Adoption by Council","Formal adoption by Council"
160819,JAI,2000,28,,CNS,2000,826,,,32001D0419,1260,"Adoption by Council","Formal adoption by Council"
125973,COM,1978,37,,,,,,,31978R1132,1260,"Adoption by Council","Formal adoption by Council"
125991,COM,1978,55,2,,,,,,31978R1861,1260,"Adoption by Council","Formal adoption by Council"
125992,COM,1978,56,,,,,,,31980R2214,1260,"Adoption by Council","Formal adoption by Council"
125998,COM,1978,62,,,,,,,31978R0594,1260,"Adoption by Council","Formal adoption by Council"
126002,COM,1978,68,,,,,,,"31978R0946 ",1260,"Adoption by Council","Formal adoption by Council"
126010,COM,1978,77,,,,,,,31978R1131,1260,"Adoption by Council","Formal adoption by Council"
126012,COM,1978,80,1,,,,,,31978R1041,1260,"Adoption by Council","Formal adoption by Council"
126015,COM,1978,80,4,,,,,,31978R1042,1260,"Adoption by Council","Formal adoption by Council"
126016,COM,1978,80,5,,,,,,31978R1038,1260,"Adoption by Council","Formal adoption by Council"
126017,COM,1978,80,8,,,,,,31978R0996,1260,"Adoption by Council","Formal adoption by Council"
126018,COM,1978,80,9,,,,,,31978R1125,1260,"Adoption by Council","Formal adoption by Council"
126019,COM,1978,80,10,,,,,,31978R1127,1260,"Adoption by Council","Formal adoption by Council"
126020,COM,1978,81,,CNS,1978,1003,,,31980R1837,1260,"Adoption by Council","Formal adoption by Council"
126024,COM,1978,85,1,,,,,,31978R0506,1260,"Adoption by Council","Formal adoption by Council"
126025,COM,1978,85,2,,,,,,31978R0593,1260,"Adoption by Council","Formal adoption by Council"
125064,COM,1979,754,,,,,,,31980R0753,1260,"Adoption by Council","Formal adoption by Council"
125070,COM,1979,761,,,,,,,31980R1527,1260,"Adoption by Council","Formal adoption by Council"
125071,COM,1979,762,1,,,,,,31980D0444,1260,"Adoption by Council","Formal adoption by Council"
125072,COM,1979,762,2,,,,,,31980R1010,1260,"Adoption by Council","Formal adoption by Council"
125086,COM,1979,772,,,,,,,31980L0780,1260,"Adoption by Council","Formal adoption by Council"
125089,COM,1979,789,1,,,,,,31980D0258,1260,"Adoption by Council","Formal adoption by Council"
125249,COM,1998,179,2,ACC,1998,127,,,31998D0509,1260,"Adoption by Council","Formal adoption by Council"
125270,COM,1998,216,,CNS,1998,131,,,31998L0092,1260,"Adoption by Council","Formal adoption by Council"
140739,COM,1998,728,,CNS,1998,347,,,31999R2792,1260,"Adoption by Council","Formal adoption by Council"
140869,COM,1998,753,,CNS,1998,368,,,32000R0099,1260,"Adoption by Council","Formal adoption by Council"
103961,COM,1991,1,,CNS,1991,1001,,,31992D0143,1260,"Adoption by Council","Formal adoption by Council"
104393,COM,1991,427,2,,,,,,31992R0220,1260,"Adoption by Council","Formal adoption by Council"
104394,COM,1991,428,,,,,,,31991R3373,1260,"Adoption by Council","Formal adoption by Council"
104395,COM,1991,430,,,,,,,31991R3372,1260,"Adoption by Council","Formal adoption by Council"
104396,COM,1991,431,1,,,,,,31992R2157,1260,"Adoption by Council","Formal adoption by Council"
104397,COM,1991,431,2,,,,,,31992R2158,1260,"Adoption by Council","Formal adoption by Council"
104398,COM,1991,432,,,,,,,31991R3734,1260,"Adoption by Council","Formal adoption by Council"
104399,COM,1991,433,1,,,,,,31991R3568,1260,"Adoption by Council","Formal adoption by Council"
104400,COM,1991,433,2,,,,,,31991R3569,1260,"Adoption by Council","Formal adoption by Council"
104401,COM,1991,433,3,,,,,,31991R3570,1260,"Adoption by Council","Formal adoption by Council"
104403,COM,1991,435,1,,,,,,31992L0035,1260,"Adoption by Council","Formal adoption by Council"
104404,COM,1991,435,2,,,,,,31992L0036,1260,"Adoption by Council","Formal adoption by Council"
104405,COM,1991,436,,,,,,,31991R3514,1260,"Adoption by Council","Formal adoption by Council"
140982,COM,1998,769,,COD,1998,350,,,32000D2850,1815,"Signature by EP and Council","Signature by EP and Council"
104406,COM,1991,437,,,,,,,31991R3434,1260,"Adoption by Council","Formal adoption by Council"
104408,COM,1991,438,2,,,,,,31993R0698,1260,"Adoption by Council","Formal adoption by Council"
104409,COM,1991,440,,,,,,,31991R3500,1260,"Adoption by Council","Formal adoption by Council"
104410,COM,1991,441,1,CNS,1991,1028,,,31992L0052,1260,"Adoption by Council","Formal adoption by Council"
104411,COM,1991,441,2,CNS,1991,1029,,,31992Y0708(01),1260,"Adoption by Council","Formal adoption by Council"
104413,COM,1991,443,,,,,,,31991D0658,1260,"Adoption by Council","Formal adoption by Council"
104416,COM,1991,449,,,,,,,31991R3910,1260,"Adoption by Council","Formal adoption by Council"
104417,COM,1991,450,,,,,,,31991R3911,1260,"Adoption by Council","Formal adoption by Council"
104418,COM,1991,451,,,,,,,31991R3916,1260,"Adoption by Council","Formal adoption by Council"
104420,COM,1991,453,,,,,,,31992D0184,1260,"Adoption by Council","Formal adoption by Council"
140999,COM,1998,768,,CNS,1998,354,,,31999D0848,1260,"Adoption by Council","Formal adoption by Council"
141019,COM,1998,357,,CNS,1998,199,,,32004D0870,1260,"Adoption by Council","Formal adoption by Council"
141021,COM,1998,717,,COD,1998,329,,,31999R1073,1815,"Signature by EP and Council","Signature by EP and Council"
141021,COM,1998,717,,COD,1998,329,,,31999R1074,1260,"Adoption by Council","Formal adoption by Council"
141079,COM,1998,772,,COD,1998,358,,,32001H0331,1815,"Signature by EP and Council","Signature by EP and Council"
141180,COM,1998,779,,COD,1998,360,,,32004R0883,1815,"Signature by EP and Council","Signature by EP and Council"
141481,COM,1998,777,,CNS,1998,355,,,32001D0179,1260,"Adoption by Council","Formal adoption by Council"
131444,COM,1998,285,,COD,1998,163,,,32000L0007,1815,"Signature by EP and Council","Signature by EP and Council"
138640,COM,1998,601,,COD,1998,296,,,32000D1445,1815,"Signature by EP and Council","Signature by EP and Council"
138839,COM,1998,612,,COD,1998,315,,,32002L0014,1815,"Signature by EP and Council","Signature by EP and Council"
138939,COM,1998,546,2,CNS,1998,288,,,31999R1216,1260,"Adoption by Council","Formal adoption by Council"
138980,COM,1998,623,1,COD,1998,323,,,32001R0999,1815,"Signature by EP and Council","Signature by EP and Council"
138999,COM,1998,620,,CNS,1998,305,,,31999R1351,1260,"Adoption by Council","Formal adoption by Council"
139180,COM,1998,622,,COD,1998,303,,,32001R0761,1815,"Signature by EP and Council","Signature by EP and Council"
113720,COM,1987,7,2,,,,,,31988D0596,1260,"Adoption by Council","Formal adoption by Council"
129364,COM,1975,107,,,,,,,31978R1245,1260,"Adoption by Council","Formal adoption by Council"
129371,COM,1975,133,3,,,,,,41975D0371,1260,"Adoption by Council","Formal adoption by Council"
129373,COM,1975,157,,,,,,,31975D0768,1260,"Adoption by Council","Formal adoption by Council"
127573,COM,1977,525,4,,,,,,31978R1258,1260,"Adoption by Council","Formal adoption by Council"
127574,COM,1977,525,5,,,,,,31978R1254,1260,"Adoption by Council","Formal adoption by Council"
127575,COM,1977,525,6,,,,,,31978R1261,1260,"Adoption by Council","Formal adoption by Council"
127576,COM,1977,525,7,,,,,,31978R1262,1260,"Adoption by Council","Formal adoption by Council"
127577,COM,1977,525,8,,,,,,31978R1263,1260,"Adoption by Council","Formal adoption by Council"
127578,COM,1977,525,9,,,,,,31978R1260,1260,"Adoption by Council","Formal adoption by Council"
127579,COM,1977,525,10,,,,,,31978R1398,1260,"Adoption by Council","Formal adoption by Council"
127580,COM,1977,525,11,,,,,,31978R1399,1260,"Adoption by Council","Formal adoption by Council"
127581,COM,1977,525,12,,,,,,31978R1298,1260,"Adoption by Council","Formal adoption by Council"
127582,COM,1977,525,13,,,,,,31978R1563,1260,"Adoption by Council","Formal adoption by Council"
127583,COM,1977,525,14,,,,,,31978R1564,1260,"Adoption by Council","Formal adoption by Council"
127584,COM,1977,525,15,,,,,,31978R1291,1260,"Adoption by Council","Formal adoption by Council"
127585,COM,1977,525,16,,,,,,31978R1292,1260,"Adoption by Council","Formal adoption by Council"
127586,COM,1977,525,17,,,,,,31978R1293,1260,"Adoption by Council","Formal adoption by Council"
127587,COM,1977,525,18,,,,,,31978R1294,1260,"Adoption by Council","Formal adoption by Council"
127588,COM,1977,525,19,,,,,,31978R1296,1260,"Adoption by Council","Formal adoption by Council"
127589,COM,1977,525,20,,,,,,31978R1295,1260,"Adoption by Council","Formal adoption by Council"
127590,COM,1977,525,21,,,,,,31978R1275,1260,"Adoption by Council","Formal adoption by Council"
127591,COM,1977,525,22,,,,,,31978R1117,1260,"Adoption by Council","Formal adoption by Council"
151981,COM,1982,430,,,,,,,31983L0029,1260,"Adoption by Council","Formal adoption by Council"
151989,COM,1982,438,1,,,,,,31982R3177,1260,"Adoption by Council","Formal adoption by Council"
151990,COM,1982,438,2,,,,,,31982R3183,1260,"Adoption by Council","Formal adoption by Council"
151992,COM,1982,440,1,,,,,,31982L0786,1260,"Adoption by Council","Formal adoption by Council"
151993,COM,1982,440,2,,,,,,31982R3164,1260,"Adoption by Council","Formal adoption by Council"
152001,COM,1982,450,2,,,,,,31982R2078,1260,"Adoption by Council","Formal adoption by Council"
126054,COM,1978,118,,,,,,,31978R1037,1260,"Adoption by Council","Formal adoption by Council"
154561,COM,2000,43,,,,,,,32000R0360,1260,"Adoption by Council","Formal adoption by Council"
123767,COM,1980,700,,,,,,,31981R1938,1260,"Adoption by Council","Formal adoption by Council"
124693,COM,1979,427,,,,,,,31980R3034,1260,"Adoption by Council","Formal adoption by Council"
124694,COM,1979,428,,,,,,,31980R3033,1260,"Adoption by Council","Formal adoption by Council"
124700,COM,1979,437,1,,,,,,31979D0988,1260,"Adoption by Council","Formal adoption by Council"
124701,COM,1979,437,2,,,,,,31980R2210,1260,"Adoption by Council","Formal adoption by Council"
126605,COM,1978,581,,,,,,,"31978R2779 ",1260,"Adoption by Council","Formal adoption by Council"
126612,COM,1978,584,1,,,,,,31978R2776,1260,"Adoption by Council","Formal adoption by Council"
126613,COM,1978,584,2,,,,,,31979R0657,1260,"Adoption by Council","Formal adoption by Council"
126614,COM,1978,586,,,,,,,31979L0116,1260,"Adoption by Council","Formal adoption by Council"
126628,COM,1978,597,,,,,,,31979L0111,1260,"Adoption by Council","Formal adoption by Council"
126629,COM,1978,598,,,,,,,31979L0110,1260,"Adoption by Council","Formal adoption by Council"
126646,COM,1978,614,,,,,,,31980L1102,1260,"Adoption by Council","Formal adoption by Council"
126648,COM,1978,616,,CNS,1978,1025,,,31980D0318,1260,"Adoption by Council","Formal adoption by Council"
124393,COM,1979,137,,,,,,,31979R0946,1260,"Adoption by Council","Formal adoption by Council"
124394,COM,1979,139,,,,,,,"31979R1253 ",1260,"Adoption by Council","Formal adoption by Council"
124395,COM,1979,140,,,,,,,31979R1184,1260,"Adoption by Council","Formal adoption by Council"
124399,COM,1979,145,,,,,,,31979R1254,1260,"Adoption by Council","Formal adoption by Council"
124401,COM,1979,147,,,,,,,31979R0589,1260,"Adoption by Council","Formal adoption by Council"
118064,COM,1984,442,2,,,,,,31984R3194,1260,"Adoption by Council","Formal adoption by Council"
118066,COM,1984,443,,,,,,,31984R3207,1260,"Adoption by Council","Formal adoption by Council"
125090,COM,1979,789,2,,,,,,31980R2215,1260,"Adoption by Council","Formal adoption by Council"
125129,COM,1998,213,,,,,,,31998D0248,1260,"Adoption by Council","Formal adoption by Council"
125169,COM,1998,218,,,,,,21998D1120(01),,100154,"Association Council decision","Association Council decision"
125189,COM,1998,187,,ACC,1998,119,,,31998D0672,1260,"Adoption by Council","Formal adoption by Council"
141420,SEC,1998,2029,2,,,,,,42001D0764,1260,"Adoption by Council","Formal adoption by Council"
141479,SEC,1998,1132,,,,,,31999B0211,,1810,"Signature of budget by EP","Signature of budget by EP"
141599,SEC,1998,2156,,,,,,22000D1123(21),,100155,"Joint Committee decision","Joint Committee decision"
